epoch,train_ll,val_ll,train_s,val_s
1864,-212.9486,-270.2626,1.24,0.04
1865,-213.0028,-270.3712,1.25,0.05
1866,-212.9684,-270.5244,1.24,0.04
1867,-212.9892,-270.6109,1.23,0.04
1868,-213.1855,-270.7354,1.24,0.04
1869,-212.8548,-270.7413,1.24,0.04
1870,-213.0966,-270.4714,1.23,0.04
1871,-212.9891,-270.5731,1.24,0.04
1872,-212.8795,-270.5146,1.24,0.04
1873,-212.9231,-270.6497,1.23,0.04
1874,-212.9231,-270.6436,1.23,0.04
1875,-212.9718,-270.3492,1.24,0.05
1876,-212.9316,-270.5996,1.23,0.04
1877,-212.8841,-270.4255,1.24,0.04
1878,-212.9638,-270.3688,1.24,0.04
1879,-212.6748,-270.3222,1.24,0.04
1880,-212.7783,-270.6272,1.24,0.05
1881,-212.9015,-270.3106,1.24,0.05
1882,-212.9957,-270.4189,1.24,0.05
1883,-212.9922,-270.4033,1.24,0.04
1884,-212.8944,-270.2538,1.24,0.04
1885,-212.7539,-270.4521,1.24,0.04
1886,-212.8438,-270.5738,1.23,0.04
1887,-212.8507,-270.5938,1.23,0.04
1888,-212.7959,-270.4803,1.24,0.04
1889,-212.6545,-270.4064,1.24,0.04
1890,-212.8258,-270.5023,1.24,0.04
1891,-212.6967,-270.3325,1.24,0.04
1892,-212.9025,-270.3263,1.24,0.04
1893,-212.8136,-270.1673,1.24,0.04
1894,-212.9132,-270.2926,1.24,0.04
1895,-212.8044,-270.3208,1.25,0.04
1896,-212.7289,-270.2926,1.24,0.05
1897,-212.7036,-270.3793,1.24,0.04
1898,-212.8141,-270.5119,1.24,0.04
1899,-212.8612,-270.2493,1.24,0.04
1900,-212.7499,-270.3512,1.25,0.04
1901,-212.7806,-270.3352,1.24,0.04
1902,-212.6222,-270.2479,1.24,0.04
1903,-212.5956,-270.2651,1.24,0.05
1904,-212.9088,-270.1356,1.24,0.04
1905,-213.0431,-270.2535,1.25,0.04
1906,-212.5759,-270.1212,1.25,0.04
1907,-212.8937,-270.1152,1.24,0.04
1908,-212.6536,-270.1986,1.24,0.04
1909,-212.6684,-270.2668,1.23,0.04
1910,-212.7328,-270.3011,1.23,0.04
1911,-212.6196,-270.0928,1.24,0.04
1912,-212.5900,-270.0464,1.25,0.04
1913,-212.5746,-270.0351,1.25,0.04
1914,-212.7577,-270.1106,1.24,0.04
1915,-212.7710,-270.1425,1.24,0.04
1916,-212.4983,-270.2693,1.23,0.04
1917,-212.6098,-270.1218,1.23,0.04
1918,-212.6910,-270.1832,1.23,0.04
1919,-212.6222,-270.1398,1.24,0.04
1920,-212.5023,-270.0775,1.23,0.04
1921,-212.6345,-270.0323,1.23,0.04
1922,-212.5890,-270.0852,1.23,0.04
1923,-212.5673,-270.1930,1.23,0.04
1924,-212.5164,-270.2385,1.23,0.04
1925,-212.5619,-270.1870,1.23,0.04
1926,-212.6338,-270.2360,1.23,0.04
1927,-212.6745,-270.4850,1.23,0.04
1928,-212.5147,-270.3008,1.23,0.04
1929,-212.6243,-270.2580,1.24,0.04
1930,-212.4363,-270.0457,1.23,0.04
1931,-212.4864,-270.2360,1.23,0.04
1932,-212.6939,-270.3248,1.24,0.04
1933,-212.6927,-270.0644,1.23,0.04
1934,-212.8213,-270.2765,1.23,0.04
1935,-212.6240,-270.3411,1.23,0.04
1936,-212.4516,-270.3531,1.24,0.04
1937,-212.5615,-270.1806,1.24,0.04
1938,-212.6259,-270.2784,1.24,0.05
1939,-212.5154,-270.1567,1.24,0.04
1940,-212.4648,-270.1066,1.24,0.04
1941,-212.5973,-270.1705,1.24,0.04
1942,-212.4086,-270.1870,1.24,0.04
1943,-212.3536,-270.3097,1.24,0.04
1944,-212.2777,-269.8980,1.24,0.04
1945,-212.4280,-270.0410,1.24,0.04
1946,-212.4884,-269.9027,1.24,0.04
1947,-212.1489,-269.9410,1.24,0.04
1948,-212.2878,-270.1109,1.24,0.04
1949,-212.3230,-269.8946,1.24,0.04
1950,-212.5613,-269.9006,1.24,0.04
1951,-212.5052,-269.8247,1.23,0.04
1952,-212.3536,-270.0516,1.25,0.04
1953,-212.2883,-269.9584,1.24,0.04
1954,-212.3364,-269.9744,1.24,0.04
1955,-212.3290,-269.8021,1.24,0.04
1956,-212.1946,-269.8762,1.24,0.04
1957,-212.3060,-270.0744,1.24,0.04
1958,-212.3815,-270.0842,1.23,0.04
1959,-212.1713,-270.0077,1.23,0.04
1960,-212.4968,-270.0081,1.25,0.04
1961,-212.3056,-270.0550,1.23,0.04
1962,-212.4212,-270.1749,1.23,0.04
1963,-212.2572,-270.0161,1.23,0.04
1964,-212.2277,-270.0879,1.23,0.04
1965,-212.2841,-270.0573,1.23,0.04
1966,-212.3625,-269.9142,1.24,0.04
1967,-212.4317,-270.0998,1.24,0.04
1968,-212.2559,-270.1381,1.24,0.04
1969,-212.0579,-270.0213,1.24,0.04
1970,-212.1877,-270.1042,1.23,0.04
1971,-212.1939,-269.9810,1.24,0.04
1972,-212.4168,-269.9618,1.23,0.04
1973,-212.2287,-270.0095,1.23,0.04
1974,-212.3589,-270.0433,1.24,0.04
1975,-212.2397,-269.9967,1.23,0.04
1976,-212.1519,-269.8090,1.24,0.04
1977,-212.3552,-269.9909,1.24,0.04
1978,-212.0009,-269.8242,1.24,0.04
1979,-212.1296,-270.1087,1.24,0.04
1980,-212.3156,-270.0178,1.25,0.04
1981,-212.2692,-269.8801,1.25,0.04
1982,-212.4689,-269.9596,1.25,0.04
1983,-212.4378,-269.9787,1.25,0.05
1984,-212.1938,-269.9317,1.24,0.04
1985,-212.5799,-270.0674,1.24,0.04
1986,-212.3216,-269.7424,1.24,0.04
1987,-212.2364,-269.7963,1.25,0.04
1988,-212.2468,-269.8144,1.25,0.04
1989,-212.3004,-269.7097,1.25,0.04
1990,-212.5029,-269.9654,1.25,0.05
1991,-212.2306,-269.8730,1.25,0.04
1992,-212.1929,-270.0632,1.25,0.04
1993,-212.2062,-269.8402,1.25,0.04
1994,-212.1507,-270.0532,1.25,0.04
1995,-212.1257,-270.0451,1.25,0.04
1996,-212.1097,-270.0589,1.24,0.04
1997,-212.0647,-269.9919,1.26,0.04
1998,-212.1707,-269.7969,1.25,0.04
1999,-212.0168,-270.0069,1.25,0.05
2000,-211.9312,-270.0090,1.25,0.04
